number,name,color,link
0,harvey,snubbed,https://www.nytimes.com/2017/10/05/us/harvey-weinstein-harassment-allegations.html
0,harvey,apologized,https://www.cnn.com/2017/11/30/entertainment/paz-de-la-huerta-weinstein-investigation/index.html
0,harvey,legal,http://www.latimes.com/business/hollywood/la-me-weinstein-sued-women-20171206-story.html
0,harvey,snubbed,https://www.vox.com/culture/2017/10/11/16460164/harvey-weinstein-sexual-harassment-assault-accusations
